id,Tenure,NumOfProducts,HasCrCard,IsActiveMember,Exited,CustomerId_zscore,Gender_Male,Surname_Origin_Latitude,Surname_Origin_Longitude,Geography_Latitude,Geography_Longitude,CreditScore_Range,CreditScore_zscore,Age_zscore,Balance_zscore,EstimatedSalary_zscore
1,2,1,1.0,1.0,1,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,2,-0.32646533424129914,0.29348569228513405,-1.2260086171219107,0.022007538642065595
2,1,1,0.0,1.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,2,-0.44027007358713377,0.19812658671928624,0.1172736895414293,0.2166628332834733
3,8,3,1.0,0.0,1,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,1,-1.5369339254651766,0.29348569228513405,1.333053596227937,0.24081697871384664
4,1,2,0.0,0.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,3,0.5012054973647708,0.007408375587590569,-1.2260086171219107,-0.10880227313744695
6,8,2,1.0,0.0,1,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,2,-0.057472313969326394,0.48420390341682973,0.5972824984690068,0.8638060870756644
7,7,2,1.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,23.692174048611108,1.2994542580906454,5,1.7737494009591035,1.0563585368119166,-1.2260086171219107,-1.5654317172839571
8,4,4,1.0,0.0,1,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,1,-2.8405154852447367,-0.9461826800708877,0.617974158256169,0.3349876964947914
11,6,2,0.0,0.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,46.603354,1.8883335,1,-1.2679409051932038,-0.7554644689391921,0.4091274543614572,-0.3460938540787155
12,3,2,1.0,0.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,1,-1.5886633524405558,-1.4229782079001267,-1.2260086171219107,-0.412020190684841
13,10,2,1.0,0.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,1,-1.8059269457371492,-0.46938715224164856,-1.2260086171219107,-1.2837499230108789
14,5,2,0.0,0.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,1,-1.0506773118966104,-1.327619102334279,-1.2260086171219107,1.5785423081178644
15,7,2,1.0,1.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,2,-0.16093116792008513,-0.37402804667580075,-1.2260086171219107,-0.5935403351744276
16,3,2,0.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,2,-0.3575029904265268,0.5795630089826775,1.0680865192550701,-0.621788020395807
17,1,1,1.0,0.0,1,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,2,0.025294769191280604,1.8192313813386993,0.8993660496050774,-1.651773931483274
18,9,2,1.0,1.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,1,-1.0506773118966104,-1.4229782079001267,-1.2260086171219107,-1.4898975610748961
19,6,1,0.0,0.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,2,-0.6575336668837272,0.6034027853741395,-1.2260086171219107,1.0190632349434787
20,6,2,1.0,1.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,3,0.7805444030318195,-1.4229782079001267,-1.2260086171219107,-0.7887854890754399
21,8,2,1.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,46.603354,1.8883335,3,0.8426197154022748,0.19812658671928624,-1.2260086171219107,1.231241453568767
22,8,2,1.0,0.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,2,-0.15058528252500927,-0.6276832674809556,-1.2260086171219107,0.6690195000577822
23,4,1,1.0,0.0,1,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,1,-1.4541668423045695,-0.08795072997825726,-1.2260086171219107,0.3274518618795297
24,3,2,0.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,46.603354,1.8883335,2,0.1908289355124946,0.6749221145485254,-1.2260086171219107,-1.5928213937827869
25,5,1,1.0,1.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,5,2.0220506504409244,-0.08795072997825726,-1.2260086171219107,1.5221712741640845
26,3,2,0.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,46.603354,1.8883335,1,-0.7609925208344859,-1.327619102334279,-1.2260086171219107,0.42474316468807033
27,2,1,1.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,4,1.0909209648840956,-0.2367109346609801,0.9668886658634935,1.2165607052154819
28,9,2,0.0,0.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,46.603354,1.8883335,1,-0.8230678332049411,0.48420390341682973,-1.2260086171219107,-1.0720758323318154
29,3,1,1.0,1.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,1,-0.7920301770197136,0.38884479785098186,1.0395567889861597,0.0018102498134150763
30,0,2,1.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,46.603354,1.8883335,1,-2.4784094964170813,-0.9461826800708877,-0.26917530555813207,-0.8103629998803527
31,3,3,1.0,0.0,1,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,2,-0.6161501253034236,0.007408375587590569,-1.2260086171219107,0.7023020305454749
32,7,1,0.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,46.603354,1.8883335,1,-1.2162114782178244,-0.27866894110995294,0.14137741518306474,0.9851028532193657
33,9,2,0.0,0.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,1,-1.009293770316307,0.19812658671928624,0.5388882162271246,-0.3162237080990484
34,6,2,1.0,1.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,1,-1.3507079883538107,0.29348569228513405,-1.2260086171219107,-1.1420311928724278
35,9,2,1.0,1.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,3,0.7391608614515159,-0.9461826800708877,-1.2260086171219107,0.7294941598394369
36,0,1,1.0,0.0,1,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,1,-1.8162728311322252,0.5795630089826775,0.9259913188404079,-1.256587008444397
37,3,1,0.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,1,-1.661084550206087,-0.7554644689391921,1.1022395545990629,0.24316806868727078
38,7,1,0.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,5,1.5875234638477378,-0.5647462578074964,0.0009214104417254091,-0.028343174684499595
39,7,1,1.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,46.603354,1.8883335,5,2.063434192021228,-0.27866894110995294,-1.2260086171219107,-1.0306961271079873
40,6,2,0.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,2,-0.7092630938591065,0.19812658671928624,-0.09843881917018518,1.3562364911965519
41,4,1,1.0,0.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,1,-1.8473104873174528,0.1027674811534384,-1.2260086171219107,-0.5204588248962227
42,8,1,0.0,0.0,1,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,1,-1.919731685082984,1.1517176423777644,0.7377936399377957,1.4122941624186667
43,2,1,1.0,1.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,1,-0.9782561141310793,2.105308698036243,0.6560026323588666,-0.10311235716626065
44,2,1,0.0,0.0,1,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,5,1.897900025700014,0.9609994312460688,0.879998953526172,1.639544919760415
45,5,1,1.0,1.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,2,0.09771596695681173,2.105308698036243,1.2732736831465246,1.0130390885781417
46,4,2,1.0,1.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,4,1.2978386727856133,-0.6601053633733442,0.5278062148533861,0.45968206588559035
47,9,1,1.0,1.0,1,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,5,1.8461705987246346,-1.1369008912025833,0.5698726528358163,0.34127112356651745
48,9,1,1.0,1.0,1,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,2,-0.14023939712993339,0.007408375587590569,0.9833681361234303,0.3050064302123862
49,2,1,0.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,1,-1.0403314265015344,-0.08795072997825726,0.4311606676624272,-0.16007585883745595
50,2,2,1.0,0.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,4,1.2978386727856133,-0.1833098355441051,0.43721673193551175,1.6349081251560227
51,10,2,1.0,0.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,3,0.49085961196969496,0.48420390341682973,0.6390772598438021,1.703772106948617
52,5,2,0.0,0.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,2,-0.6782254376738789,-0.27866894110995294,1.1149136289778974,-0.2375220146217978
