id,Exited
165034,0.023887429386377335
165035,0.9040659666061401
165036,0.03101995773613453
165037,0.1795930564403534
165038,0.2771269381046295
165039,0.05539419502019882
165040,0.03697913885116577
165041,0.06931820511817932
165042,0.6587360501289368
165043,0.007969878613948822
165044,0.08430362492799759
165045,0.016728762537240982
165046,0.014093522913753986
165047,0.16029401123523712
165048,0.6889438629150391
165049,0.04903575778007507
165050,0.07541055977344513
165051,0.27512863278388977
165052,0.022137343883514404
165053,0.059069134294986725
165054,0.019436297938227654
165055,0.08044655621051788
165056,0.19818219542503357
165057,0.007196517661213875
165058,0.6293758153915405
165059,0.1199553906917572
165060,0.9382460713386536
165061,0.5760886073112488
165062,0.10672290623188019
165063,0.3193260431289673
165064,0.020151760429143906
165065,0.02628863789141178
165066,0.13243380188941956
165067,0.1352258324623108
165068,0.03585970401763916
165069,0.008295418694615364
165070,0.7805467247962952
165071,0.03189217299222946
165072,0.08486297726631165
165073,0.8998124003410339
165074,0.6250960230827332
165075,0.1625659465789795
165076,0.15776240825653076
165077,0.00769316591322422
165078,0.30928272008895874
165079,0.16053208708763123
165080,0.011420278809964657
165081,0.03374180570244789
165082,0.006516332738101482
165083,0.360385000705719
165084,0.05658140033483505
165085,0.005010656081140041
165086,0.016872145235538483
165087,0.6347048282623291
165088,0.019837386906147003
165089,0.11307765543460846
165090,0.08674825727939606
165091,0.015682391822338104
165092,0.025090407580137253
165093,0.12352068722248077
165094,0.012952301651239395
165095,0.07169142365455627
165096,0.22756674885749817
165097,0.12476935982704163
165098,0.03553573042154312
165099,0.008260737173259258
165100,0.8744034767150879
165101,0.049877338111400604
165102,0.0594363734126091
165103,0.018297817558050156
165104,0.16867166757583618
165105,0.4301609396934509
165106,0.32213830947875977
165107,0.07613986730575562
165108,0.019780408591032028
165109,0.31200504302978516
165110,0.05909980088472366
165111,0.03854311257600784
165112,0.04789000749588013
165113,0.017120501026511192
165114,0.018077701330184937
165115,0.025057081133127213
165116,0.2603634297847748
165117,0.02566240355372429
165118,0.2663329243659973
165119,0.06594211608171463
165120,0.06979965418577194
165121,0.24819552898406982
165122,0.3998787999153137
165123,0.04709538444876671
165124,0.3533279299736023
165125,0.03135104477405548
165126,0.03562244027853012
165127,0.013399013318121433
165128,0.01171773299574852
165129,0.013477482832968235
165130,0.9115656614303589
165131,0.018789619207382202
165132,0.24268457293510437
165133,0.07571765780448914
165134,0.013348560780286789
165135,0.04381252080202103
165136,0.0069907112047076225
165137,0.5844996571540833
165138,0.7025077939033508
165139,0.6848078370094299
165140,0.08965641260147095
165141,0.02583451196551323
165142,0.006281930487602949
165143,0.07821814715862274
165144,0.16881680488586426
165145,0.4106128215789795
165146,0.14810873568058014
165147,0.04054991155862808
165148,0.1130601167678833
165149,0.02104686200618744
165150,0.016093727201223373
165151,0.7365195751190186
165152,0.6448303461074829
165153,0.0633205845952034
165154,0.021013619378209114
165155,0.025783542543649673
165156,0.00945974513888359
165157,0.020935554057359695
165158,0.48292261362075806
165159,0.10220685601234436
165160,0.034043051302433014
165161,0.014166341163218021
165162,0.7727396488189697
165163,0.02055925503373146
165164,0.017274603247642517
165165,0.11074832081794739
165166,0.9480883479118347
165167,0.0514635294675827
165168,0.0319315642118454
165169,0.09285356849431992
165170,0.06773550808429718
165171,0.05343501269817352
165172,0.6500231027603149
165173,0.11925852298736572
165174,0.016881465911865234
165175,0.07949777692556381
165176,0.01438602153211832
165177,0.03411669656634331
165178,0.551852285861969
165179,0.6989095211029053
165180,0.03285609558224678
165181,0.8770816326141357
165182,0.13283997774124146
165183,0.027870040386915207
165184,0.033469878137111664
165185,0.0330275222659111
165186,0.010286346077919006
165187,0.9284197092056274
165188,0.9275758862495422
165189,0.013891619630157948
165190,0.012874091044068336
165191,0.1039905697107315
165192,0.1312788724899292
165193,0.1154940202832222
165194,0.22417983412742615
165195,0.10416386276483536
165196,0.25272974371910095
165197,0.846019446849823
165198,0.7224997878074646
165199,0.07348857820034027
165200,0.272298663854599
165201,0.762217104434967
165202,0.8593569397926331
165203,0.7531831860542297
165204,0.6723574995994568
165205,0.01808578334748745
165206,0.11894594132900238
165207,0.08996628224849701
165208,0.01353374682366848
165209,0.14884458482265472
165210,0.32291868329048157
165211,0.8904710412025452
165212,0.05175342410802841
165213,0.02472309209406376
165214,0.8749330043792725
165215,0.2794569432735443
165216,0.03238045051693916
165217,0.004045850597321987
165218,0.009970815852284431
165219,0.8841488361358643
165220,0.23622620105743408
165221,0.0684790387749672
165222,0.15846781432628632
165223,0.07475115358829498
165224,0.04405086487531662
165225,0.8902682065963745
165226,0.8180424571037292
165227,0.14795976877212524
165228,0.12967631220817566
165229,0.2199973165988922
165230,0.8669055104255676
165231,0.0178510919213295
165232,0.00531979463994503
165233,0.03915100544691086
165234,0.12404726445674896
165235,0.011463018134236336
165236,0.6413408517837524
165237,0.013120564632117748
165238,0.09318894147872925
165239,0.023373307660222054
165240,0.007560924626886845
165241,0.01503110770136118
165242,0.4025753140449524
165243,0.020750287920236588
165244,0.7507846355438232
165245,0.006706994492560625
165246,0.05560403689742088
165247,0.027018839493393898
165248,0.047837987542152405
165249,0.16823700070381165
165250,0.01106027141213417
165251,0.007854181341826916
165252,0.2558835446834564
165253,0.1915329545736313
165254,0.01908448524773121
165255,0.11480989307165146
165256,0.216604083776474
165257,0.041153691709041595
165258,0.601397693157196
165259,0.31192728877067566
165260,0.24416176974773407
165261,0.8758437633514404
165262,0.6209881901741028
165263,0.012894319370388985
165264,0.037143513560295105
165265,0.021517708897590637
165266,0.0068718018010258675
165267,0.31644922494888306
165268,0.13914436101913452
165269,0.687275767326355
165270,0.29570114612579346
165271,0.02572532743215561
165272,0.9366118311882019
165273,0.0537935346364975
165274,0.04574630409479141
165275,0.1697767972946167
165276,0.10975450277328491
165277,0.28802913427352905
165278,0.9135231971740723
165279,0.11578375101089478
165280,0.018278228119015694
165281,0.010792641900479794
165282,0.10738536715507507
165283,0.007312563247978687
165284,0.25494909286499023
165285,0.1036296933889389
165286,0.07739992439746857
165287,0.013524042442440987
165288,0.03315325826406479
165289,0.05996782332658768
165290,0.05865335464477539
165291,0.02837003953754902
165292,0.09337761998176575
165293,0.6628152132034302
165294,0.005473416298627853
165295,0.12214426696300507
165296,0.0513557605445385
165297,0.03061911091208458
165298,0.030756264925003052
165299,0.04695416986942291
165300,0.6036955118179321
165301,0.04816044867038727
165302,0.48553895950317383
165303,0.053984589874744415
165304,0.011081181466579437
165305,0.006316891871392727
165306,0.023750673979520798
165307,0.12458442151546478
165308,0.039494581520557404
165309,0.14716829359531403
165310,0.10893172025680542
165311,0.09498335421085358
165312,0.8454601168632507
165313,0.01999594271183014
165314,0.021885942667722702
165315,0.17958010733127594
165316,0.09281491488218307
165317,0.007968893274664879
165318,0.8109927177429199
165319,0.1067042425274849
165320,0.029818369075655937
165321,0.11724847555160522
165322,0.05930923670530319
165323,0.038371529430150986
165324,0.1338915079832077
165325,0.21086102724075317
165326,0.5685579180717468
165327,0.09651917964220047
165328,0.08784623444080353
165329,0.01518065482378006
165330,0.0943194180727005
165331,0.05461963266134262
165332,0.6253468990325928
165333,0.028919199481606483
165334,0.005445557646453381
165335,0.015779655426740646
165336,0.11872681230306625
165337,0.1331309825181961
165338,0.2203437089920044
165339,0.13051685690879822
165340,0.08235901594161987
165341,0.04006389155983925
165342,0.02160443738102913
165343,0.005495946854352951
165344,0.08329910039901733
165345,0.06369848549365997
165346,0.9358174204826355
165347,0.21300682425498962
165348,0.03257323056459427
165349,0.0821094959974289
165350,0.004526972305029631
165351,0.11546938121318817
165352,0.029859304428100586
165353,0.015035199001431465
165354,0.09311725199222565
165355,0.08435674011707306
165356,0.01954019069671631
165357,0.050180502235889435
165358,0.11499109119176865
165359,0.028974130749702454
