id,Exited
165034,0.015145849
165035,0.883957
165036,0.019472005
165037,0.24539976
165038,0.3528072
165039,0.050669983
165040,0.01828288
165041,0.06586723
165042,0.5874456
165043,0.014950232
165044,0.11347142
165045,0.015022852
165046,0.014984981
165047,0.24235302
165048,0.57045585
165049,0.015511597
165050,0.062108885
165051,0.28152493
165052,0.015036117
165053,0.108923554
165054,0.015099424
165055,0.097577505
165056,0.2414638
165057,0.014945401
165058,0.4833727
165059,0.13886213
165060,0.88477784
165061,0.4266861
165062,0.09543221
165063,0.3609986
165064,0.015177135
165065,0.05458746
165066,0.13789378
165067,0.13579991
165068,0.044136856
165069,0.014958218
165070,0.7131525
165071,0.016986297
165072,0.11684714
165073,0.883613
165074,0.6018769
165075,0.2057348
165076,0.23755309
165077,0.01494437
165078,0.3562957
165079,0.15345262
165080,0.014978662
165081,0.015739193
165082,0.014957592
165083,0.44523394
165084,0.07149596
165085,0.014947865
165086,0.014977538
165087,0.6054181
165088,0.015127766
165089,0.12090356
165090,0.121097766
165091,0.014974063
165092,0.015559679
165093,0.16551575
165094,0.014953764
165095,0.097995035
165096,0.24645486
165097,0.13483478
165098,0.015086666
165099,0.014953393
165100,0.8834786
165101,0.046845395
165102,0.058159836
165103,0.014982168
165104,0.24153332
165105,0.5217092
165106,0.42354968
165107,0.06378303
165108,0.015129335
165109,0.45732927
165110,0.092598215
165111,0.055882394
165112,0.071215264
165113,0.014985763
165114,0.014987566
165115,0.025890656
165116,0.32541493
165117,0.016762251
165118,0.32536882
165119,0.11752235
165120,0.1173737
165121,0.30289856
165122,0.2354347
165123,0.04874647
165124,0.23093827
165125,0.047095794
165126,0.048714507
165127,0.014962364
165128,0.014956532
165129,0.014962272
165130,0.88673997
165131,0.015148596
165132,0.2988122
165133,0.12862429
165134,0.014966694
165135,0.05024797
165136,0.014951369
165137,0.5853798
165138,0.6233342
165139,0.6069663
165140,0.12037715
165141,0.016515454
165142,0.014943674
165143,0.13478388
165144,0.24168807
165145,0.5156916
165146,0.17211463
165147,0.05736355
165148,0.0910421
165149,0.015214634
165150,0.014972221
165151,0.6725759
165152,0.554929
165153,0.042788796
165154,0.015177014
165155,0.015104672
165156,0.014949178
165157,0.015073223
165158,0.31888762
165159,0.11517156
165160,0.030423313
165161,0.014993621
165162,0.72580343
165163,0.014978846
165164,0.014972972
165165,0.1198503
165166,0.8848019
165167,0.07563062
165168,0.043145984
165169,0.10864314
165170,0.0642974
165171,0.052911047
165172,0.6076922
165173,0.10965213
165174,0.015030843
165175,0.12539734
165176,0.014992521
165177,0.015819624
165178,0.45111024
165179,0.63834435
165180,0.054624453
165181,0.88446647
165182,0.15089434
165183,0.021019692
165184,0.044464096
165185,0.0308586
165186,0.014962532
165187,0.8867442
165188,0.88478315
165189,0.014968198
165190,0.0150576215
165191,0.14559393
165192,0.13861907
165193,0.120743066
165194,0.24750893
