id,Exited
165034,0.009922623
165035,0.8681411
165036,0.031205984
165037,0.23576745
165038,0.38664812
165039,0.021137541
165040,0.026874574
165041,0.06422251
165042,0.56780785
165043,0.005617007
165044,0.09725189
165045,0.022881124
165046,0.0054365415
165047,0.2213597
165048,0.6319515
165049,0.03350766
165050,0.03901432
165051,0.30506855
165052,0.013407366
165053,0.08332431
165054,0.015440882
165055,0.102307595
165056,0.20638138
165057,0.006651517
165058,0.49798256
165059,0.123920195
165060,0.92618954
165061,0.46003872
165062,0.14662029
165063,0.40271956
165064,0.018164346
165065,0.031071367
165066,0.13803303
165067,0.1406739
165068,0.042788442
165069,0.0075811544
165070,0.7317678
165071,0.028419971
165072,0.08979474
165073,0.8884464
165074,0.57645273
165075,0.1881334
165076,0.15523243
165077,0.0063328426
165078,0.40102437
165079,0.15619804
165080,0.010831219
165081,0.01806678
165082,0.0033725745
165083,0.4646774
165084,0.052387
165085,0.004939539
165086,0.009202433
165087,0.56101334
165088,0.020605356
165089,0.13092586
165090,0.08832766
165091,0.014117556
165092,0.019869693
165093,0.14260419
165094,0.008385313
165095,0.055406567
165096,0.280109
165097,0.11834858
165098,0.017208027
165099,0.0073524225
165100,0.8587475
165101,0.027582271
165102,0.060147297
165103,0.010387412
165104,0.2039547
165105,0.54036057
165106,0.44636372
165107,0.064151935
165108,0.00801655
165109,0.49868745
165110,0.0649255
165111,0.058587953
165112,0.06871106
165113,0.016924502
165114,0.014444403
165115,0.020473732
165116,0.3256525
165117,0.026546922
165118,0.34844202
165119,0.07447583
165120,0.07894603
165121,0.24321997
165122,0.20029756
165123,0.060593363
165124,0.23041028
165125,0.025335891
165126,0.03689178
165127,0.011138843
165128,0.011939315
165129,0.00986841
165130,0.9856595
165131,0.011763693
165132,0.31583768
165133,0.1049196
165134,0.009537929
165135,0.048018172
165136,0.0049079736
165137,0.541024
165138,0.5889859
165139,0.6565076
165140,0.09404042
165141,0.024453335
165142,0.004754108
165143,0.10803575
165144,0.22151186
165145,0.5163421
165146,0.15946738
165147,0.048974156
165148,0.08356375
165149,0.022187632
165150,0.0075392663
165151,0.6522722
165152,0.545038
165153,0.030319145
165154,0.018761352
165155,0.016675608
165156,0.0077158026
165157,0.021996042
165158,0.298094
165159,0.124780744
165160,0.019457512
165161,0.014224665
165162,0.7584147
165163,0.016183622
165164,0.0165679
165165,0.13289803
165166,0.9494558
165167,0.0527317
165168,0.036210667
165169,0.06521779
165170,0.07775828
165171,0.031066688
165172,0.57502586
165173,0.09542604
165174,0.013545153
165175,0.106860474
165176,0.01755196
165177,0.022006756
165178,0.45935598
165179,0.6765476
165180,0.034599114
165181,0.8880662
165182,0.13492042
165183,0.017620146
165184,0.047392752
165185,0.02877427
165186,0.009399762
165187,0.9387805
165188,0.9332451
165189,0.0139849605
165190,0.008137896
165191,0.110210456
165192,0.15674344
165193,0.07842683
165194,0.2501278
165195,0.07596687
165196,0.32769307
165197,0.8410809
165198,0.6131289
165199,0.04453086
165200,0.35532472
165201,0.73524547
165202,0.82940936
165203,0.6861526
165204,0.60802877
165205,0.017680395
165206,0.12844408
165207,0.08411795
165208,0.011630527
165209,0.18390822
165210,0.4263325
165211,0.8931224
165212,0.03731175
165213,0.006863709
165214,0.8673755
165215,0.36579567
165216,0.04807059
165217,0.0048018936
165218,0.008343361
165219,0.8764848
165220,0.3050273
165221,0.069327034
165222,0.18259573
165223,0.079617985
165224,0.026455278
165225,0.87362087
165226,0.7647151
165227,0.17860834
165228,0.19525518
165229,0.20228222
165230,0.8277387
165231,0.012014322
165232,0.0039670547
165233,0.047351845
165234,0.110781774
165235,0.011316928
165236,0.5437371
165237,0.0064547076
165238,0.0932837
165239,0.020037575
165240,0.0075061996
165241,0.0070906216
165242,0.20232409
165243,0.025931967
165244,0.7416179
165245,0.0056776637
165246,0.06414566
165247,0.02051346
165248,0.030813007
165249,0.23228525
165250,0.012949763
165251,0.00734276
165252,0.35666686
165253,0.17220272
165254,0.017625159
165255,0.13486058
165256,0.26245302
165257,0.04673218
165258,0.19158083
165259,0.4282613
165260,0.22589959
165261,0.8558259
165262,0.5384195
165263,0.010328576
165264,0.018987512
165265,0.011286536
165266,0.0040922943
165267,0.41400924
165268,0.10743819
165269,0.65733594
165270,0.34803903
165271,0.024292197
165272,0.94424593
165273,0.03958451
165274,0.0572514
165275,0.19005501
165276,0.08561473
165277,0.37065232
165278,0.88915807
165279,0.09309202
165280,0.011955256
165281,0.010790561
165282,0.09034594
165283,0.005975901
165284,0.35250613
165285,0.10474498
165286,0.08271943
165287,0.013035076
165288,0.020348113
165289,0.022079876
165290,0.020371865
165291,0.019221503
165292,0.1035916
165293,0.61250037
165294,0.005968858
165295,0.13051572
165296,0.0364528
165297,0.026083061
165298,0.013233684
165299,0.040283527
165300,0.55450046
165301,0.050751895
165302,0.38102373
165303,0.05111662
165304,0.0037268945
165305,0.0058419155
165306,0.017864201
165307,0.11663951
165308,0.028022122
165309,0.1496292
165310,0.07749651
165311,0.094467625
165312,0.86114776
165313,0.022859635
165314,0.027223643
165315,0.14709298
165316,0.1275933
165317,0.0051963
165318,0.74674505
165319,0.08716912
165320,0.024255335
165321,0.09479881
165322,0.029476954
165323,0.04761628
165324,0.052043293
165325,0.24601242
165326,0.41514808
165327,0.11117666
165328,0.08798906
165329,0.015504718
165330,0.10815193
165331,0.036496475
165332,0.600803
165333,0.011276451
165334,0.00574842
165335,0.017014554
165336,0.11424897
165337,0.18194364
165338,0.25111696
165339,0.23015034
165340,0.0693795
165341,0.027445378
165342,0.022175804
165343,0.0039925342
165344,0.04811589
165345,0.059305325
165346,0.9524218
165347,0.22507016
165348,0.048284452
165349,0.057654284
165350,0.0048446143
165351,0.14533149
165352,0.031357314
165353,0.008122039
165354,0.08034926
165355,0.035388727
165356,0.018462658
165357,0.046589766
165358,0.12224682
165359,0.020606043
165360,0.72745097
165361,0.03776404
165362,0.13453832
165363,0.124323696
165364,0.016352205
165365,0.78113943
165366,0.0051113814
165367,0.13638823
165368,0.112785615
165369,0.7395348
165370,0.19844747
165371,0.002773002
165372,0.050773747
165373,0.019699968
165374,0.6421061
165375,0.016243434
165376,0.015233772
165377,0.0040152217
165378,0.15388407
165379,0.027099553
165380,0.12686129
165381,0.054402266
165382,0.004859582
165383,0.0073317443
165384,0.031892974
165385,0.130821
165386,0.7895615
165387,0.010070863
165388,0.21361823
165389,0.09475649
165390,0.5997524
165391,0.005972823
165392,0.031084185
165393,0.070907846
165394,0.12060541
165395,0.004634245
165396,0.030080965
165397,0.019437121
165398,0.44139478
165399,0.050476905
165400,0.051975187
165401,0.07599156
165402,0.27504718
165403,0.025358975
165404,0.061925553
165405,0.19188654
165406,0.050503135
165407,0.049986914
165408,0.18229547
165409,0.0058903233
165410,0.013832912
165411,0.016965408
165412,0.019899273
165413,0.0053102276
165414,0.05091797
165415,0.094453886
165416,0.8650551
165417,0.007185187
165418,0.0123288985
165419,0.77122605
165420,0.0367184
165421,0.5167051
165422,0.011693434
165423,0.010277668
165424,0.014969456
165425,0.6652443
165426,0.06827475
165427,0.060303163
165428,0.28314775
165429,0.50240463
165430,0.040507477
165431,0.07644726
165432,0.3443717
165433,0.9471068
165434,0.79914963
165435,0.14032884
165436,0.24443841
165437,0.0062319674
165438,0.0070068636
165439,0.10157572
165440,0.7003983
165441,0.73120165
165442,0.03532965
165443,0.0090740295
165444,0.044321064
165445,0.064044334
165446,0.081934474
165447,0.008155578
165448,0.16383108
165449,0.005473748
165450,0.014514428
165451,0.009475656
165452,0.6245881
165453,0.03508779
165454,0.5202371
165455,0.046878655
165456,0.4925289
165457,0.69459856
165458,0.009089293
165459,0.016006526
165460,0.017980628
165461,0.025142258
165462,0.04527008
165463,0.06528043
165464,0.09179951
165465,0.72242224
165466,0.009949252
165467,0.07921559
165468,0.13462484
165469,0.104630224
165470,0.06365547
165471,0.20866841
165472,0.007558701
165473,0.03420247
165474,0.35131294
165475,0.06932084
165476,0.09837701
165477,0.10207038
165478,0.2295346
165479,0.2015416
165480,0.035669923
165481,0.92427236
165482,0.007112197
165483,0.11252222
165484,0.023160892
165485,0.24008389
165486,0.09470746
165487,0.093965985
165488,0.029565068
165489,0.018156512
165490,0.022231486
165491,0.055946432
165492,0.12146877
165493,0.13179432
165494,0.011278839
165495,0.4204891
165496,0.04084199
165497,0.15710267
165498,0.07526022
165499,0.012620617
165500,0.013106657
165501,0.09974943
165502,0.005956199
165503,0.012462846
165504,0.8230715
165505,0.6738956
165506,0.011440742
165507,0.16077165
165508,0.083912194
165509,0.28944874
165510,0.3023404
165511,0.056648947
165512,0.046187356
165513,0.13707499
165514,0.22222
165515,0.006790678
165516,0.05430393
165517,0.11542894
165518,0.0119351195
165519,0.4742721
165520,0.10022506
165521,0.056266695
165522,0.01218331
165523,0.07111821
165524,0.08410757
165525,0.077608034
165526,0.6340087
165527,0.4719195
165528,0.0075211343
165529,0.06841718
165530,0.28185585
165531,0.04027922
165532,0.22065543
165533,0.012736677
165534,0.3906414
165535,0.017946046
165536,0.018003715
165537,0.034570083
165538,0.12222864
165539,0.05410062
165540,0.02330512
165541,0.13002954
165542,0.018026032
165543,0.0168098
165544,0.0051785973
165545,0.18272075
165546,0.06419012
165547,0.021532446
165548,0.035473816
165549,0.054823484
165550,0.10758582
165551,0.0042612604
165552,0.06315747
165553,0.69500446
165554,0.011074974
165555,0.0979845
165556,0.07900355
165557,0.0739873
