id,Exited
165034,False
165035,False
165036,False
165037,False
165038,False
165039,False
165040,False
165041,False
165042,False
165043,False
165044,False
165045,False
165046,False
165047,False
165048,True
165049,False
165050,False
165051,False
165052,False
165053,False
165054,False
165055,False
165056,False
165057,False
165058,False
165059,False
165060,True
165061,False
165062,False
165063,False
165064,False
165065,False
165066,False
165067,False
165068,False
165069,False
165070,False
165071,False
165072,False
165073,True
165074,False
165075,False
165076,False
165077,False
165078,False
165079,False
165080,False
165081,False
165082,False
165083,False
165084,False
165085,False
165086,False
165087,False
165088,False
165089,False
165090,False
165091,False
165092,False
165093,False
165094,False
165095,False
165096,False
165097,False
165098,False
165099,False
165100,True
165101,False
165102,False
165103,False
165104,False
165105,True
165106,False
165107,False
165108,False
165109,False
165110,False
165111,False
165112,False
165113,False
165114,False
165115,False
165116,False
165117,False
165118,False
165119,False
165120,False
165121,False
165122,False
165123,False
165124,False
165125,False
165126,False
165127,False
165128,False
165129,False
165130,False
165131,False
165132,False
165133,False
165134,False
165135,False
165136,False
165137,False
165138,False
165139,True
165140,False
165141,False
165142,False
165143,False
165144,False
165145,True
165146,False
165147,False
165148,False
165149,False
165150,False
165151,True
165152,True
165153,False
165154,False
165155,False
165156,False
165157,False
165158,False
165159,False
165160,False
165161,False
165162,True
165163,False
165164,False
165165,False
165166,True
165167,False
165168,False
165169,False
165170,False
165171,False
165172,False
165173,False
165174,False
165175,False
165176,False
165177,False
165178,False
165179,False
165180,False
165181,True
165182,False
165183,False
165184,False
165185,False
165186,False
165187,False
165188,True
165189,False
165190,False
165191,False
165192,False
165193,False
165194,False
165195,False
165196,False
165197,True
165198,False
165199,False
165200,False
165201,True
165202,True
165203,False
165204,True
165205,False
165206,False
165207,False
165208,False
165209,False
165210,False
165211,True
165212,False
165213,False
165214,True
165215,False
165216,False
165217,False
165218,False
165219,False
165220,False
165221,False
165222,False
165223,False
165224,False
165225,True
165226,False
165227,False
165228,False
165229,False
165230,True
165231,False
165232,False
165233,False
165234,False
165235,False
165236,True
165237,False
165238,False
165239,False
165240,False
165241,False
165242,False
165243,False
165244,True
165245,False
165246,False
165247,False
165248,False
165249,False
165250,False
165251,False
165252,False
165253,False
165254,False
165255,False
165256,False
165257,False
165258,False
165259,False
165260,True
165261,True
165262,False
165263,False
165264,False
165265,False
165266,False
165267,False
165268,False
165269,False
165270,False
165271,False
165272,True
165273,False
165274,False
165275,False
165276,False
165277,False
165278,True
165279,False
165280,False
165281,False
