id,Exited
165034,0.019876096
165035,0.90226465
165036,0.028007308
165037,0.21743156
165038,0.3278498
165039,0.046594236
165040,0.04239683
165041,0.07889657
165042,0.51407516
165043,0.0053685587
165044,0.10209188
165045,0.013881149
165046,0.009638303
165047,0.23675899
165048,0.59560674
165049,0.035474878
165050,0.05344928
165051,0.3526266
165052,0.01675859
165053,0.07332525
165054,0.0135083115
165055,0.098160364
165056,0.21004505
165057,0.0045897905
165058,0.48650414
165059,0.1333386
165060,0.96394026
165061,0.5367204
165062,0.08938446
165063,0.39951414
165064,0.019986857
165065,0.03220489
165066,0.14085063
165067,0.16225341
165068,0.03427123
165069,0.005924211
165070,0.7434455
165071,0.026438434
165072,0.081018545
165073,0.8987173
165074,0.55787283
165075,0.20813066
165076,0.15158136
165077,0.004678133
165078,0.44624916
165079,0.19279332
165080,0.00883553
165081,0.042213395
165082,0.004375383
165083,0.45336896
165084,0.05621589
165085,0.004390996
165086,0.014021421
165087,0.5816686
165088,0.016214848
165089,0.1558931
165090,0.09289744
165091,0.0150433155
165092,0.027369145
165093,0.13340065
165094,0.007539081
165095,0.06982844
165096,0.23863336
165097,0.110342555
165098,0.028264666
165099,0.007427856
165100,0.8481434
165101,0.044835456
165102,0.055331845
165103,0.009347696
165104,0.21012305
165105,0.5347716
165106,0.38602757
165107,0.06898693
165108,0.014010244
165109,0.4300423
165110,0.07366226
165111,0.047516983
165112,0.062191807
165113,0.017119303
165114,0.013515977
165115,0.025181085
165116,0.28425863
165117,0.019457212
165118,0.297943
165119,0.07113767
165120,0.06798716
165121,0.38385946
165122,0.20690463
165123,0.06335843
165124,0.19614114
165125,0.029288815
165126,0.043497548
165127,0.006536629
165128,0.009000652
165129,0.00791545
165130,0.9338217
165131,0.022530481
165132,0.3062955
165133,0.094175406
165134,0.008673706
165135,0.05246928
165136,0.005800395
165137,0.502447
165138,0.6137693
165139,0.61713135
165140,0.115927674
165141,0.027618084
165142,0.0038827446
165143,0.10225572
165144,0.19866024
165145,0.44470805
165146,0.16150734
165147,0.054489654
165148,0.089112125
165149,0.016187176
165150,0.011793454
165151,0.6367868
165152,0.4944599
165153,0.055125885
165154,0.018540429
165155,0.02571133
165156,0.008064597
165157,0.016290782
165158,0.37389132
165159,0.13895574
165160,0.030436298
165161,0.0100935735
165162,0.77903265
165163,0.015011708
165164,0.014897432
165165,0.13576627
165166,0.9624997
165167,0.06502682
165168,0.02636212
165169,0.09277498
165170,0.057000663
165171,0.048434023
165172,0.569528
165173,0.11527171
165174,0.016902762
165175,0.1003268
165176,0.0127787655
165177,0.028637618
165178,0.4031062
165179,0.6788255
165180,0.03304717
165181,0.8819072
165182,0.1295926
165183,0.026724087
165184,0.04519786
165185,0.033914935
165186,0.008139947
165187,0.98467875
165188,0.9556029
165189,0.01103463
165190,0.013791206
165191,0.11242849
165192,0.14409931
165193,0.13983515
165194,0.19498369
165195,0.112491064
165196,0.32081917
165197,0.79474485
165198,0.67354304
165199,0.07767681
165200,0.38587564
165201,0.6501353
165202,0.8196164
165203,0.7462865
165204,0.5412335
165205,0.013267025
165206,0.121534236
165207,0.08305217
165208,0.011500774
165209,0.15671638
165210,0.35298178
165211,0.89162815
165212,0.059606638
165213,0.012525774
165214,0.85376924
165215,0.32702073
165216,0.034755465
165217,0.0038559716
165218,0.007872501
165219,0.86947715
165220,0.33982444
165221,0.06997603
165222,0.16035031
165223,0.09051837
165224,0.03551527
165225,0.8879214
165226,0.79370016
165227,0.15192515
165228,0.15413213
165229,0.27842253
165230,0.9292718
165231,0.008913755
165232,0.0038486505
165233,0.05185611
165234,0.15258153
165235,0.009916072
165236,0.50197226
165237,0.011178231
165238,0.14691985
165239,0.018181931
165240,0.005046994
165241,0.012348952
165242,0.20305556
165243,0.01798583
165244,0.63769233
165245,0.0047045755
165246,0.04882038
165247,0.02090862
165248,0.066315465
165249,0.19550772
165250,0.010274555
165251,0.006907929
165252,0.27280334
165253,0.18350576
165254,0.0127323605
165255,0.10922984
165256,0.21856254
165257,0.035705145
165258,0.6982073
165259,0.4298081
165260,0.1991713
165261,0.849562
165262,0.55382895
165263,0.01030991
165264,0.027135562
165265,0.018460808
165266,0.0042988756
165267,0.35974428
165268,0.12512238
165269,0.62089604
165270,0.32614654
165271,0.031075135
165272,0.97347057
165273,0.07924706
165274,0.05016439
165275,0.1876144
